P45985	Q14315
Q96D09	Q8TCU4
Q96D09	Q9P031
Q96D09	Q9H0W5
Q96D09	Q6P1J9
Q96D09	Q9UNQ2
Q96D09	Q5JY77
Q96D09	Q14145
Q96D09	Q14244
Q96D09	P04049
Q9BZE4	P25311
Q9BZE4	Q9UKD2
Q9BZE4	Q9UL42
Q9BZE4	Q99575
Q9BZE4	O75569
Q9BZE4	P61289
Q96CT2	Q9NXS2
Q96CT2	Q96NB2
Q9H9Z2	Q99459
Q9H9Z2	Q9BQ39
Q9H9Z2	P22087
Q9H9Z2	Q8TAE8
Q9H9Z2	P07305
Q9H9Z2	Q1KMD3
Q9H9Z2	Q2Q1W2
Q9H9Z2	Q09161
Q9H9Z2	Q9NX24
Q9H9Z2	Q9H6R4
Q9H9Z2	Q99575
Q9H9Z2	Q9UMS4
Q9H9Z2	Q14562
Q9H9Z2	P62308
Q9H9Z2	O95625
Q9H9Z2	P52298
Q9H9Z2	Q13610
Q9H9Z2	Q9NW13
Q9H9Z2	P42696
Q9H9Z2	Q99729
Q9H9Z2	P37108
Q9H9Z2	Q9NQ55
Q9H9Z2	O75683
Q9H9Z2	Q96RS0
Q9H9Z2	O60832
Q9H9Z2	O00425
Q9H9Z2	Q7KZF4
Q9H9Z2	P05455
Q6ZN17	P22087
Q6ZN17	Q13601
Q6ZN17	Q9NX24
Q6ZN17	P62308
Q6ZN17	P42696
Q6ZN17	P09012
Q96RG2	Q9UKV8
Q96RG2	Q5THK1
Q96RG2	Q8NCD3
Q96RG2	Q86VI3
Q96RG2	O94906
Q96RG2	Q9ULJ3
Q96RG2	Q6ZN55
Q96RG2	Q9Y6J9
Q96RG2	Q8WUA4
Q96RG2	O43167
Q96RG2	Q14966
Q96RG2	P46379
Q99575	Q9BZE4
Q99575	P68400
Q99575	Q99848
Q99575	Q92900
Q99575	P78346
O75569	Q9UPY3
O75569	Q13428
O75569	Q9UL40
Q5W0B1	Q9H9A5
Q5W0B1	Q14244
O95793	Q9BZE4
Q9NUL3	P19525
Q9NUL3	P55265
Q15633	Q03701
Q15633	Q14684
Q15633	O43818
Q9H7E2	Q14681
Q9UPQ9	Q86X55
Q9UPQ9	O96018
Q9UPQ9	P41240
Q9HCJ0	Q9UKV8
Q9HCJ0	Q1KMD3
Q9HCJ0	Q9H9G7
Q92900	Q9NUL3
Q9H0D6	O15226
Q9H0D6	Q9NXV6
Q9UL40	Q5SSJ5
Q9UL40	P08579
Q9UL40	P09661
Q9UL40	O43818
Q969S3	P56537
Q969S3	Q96D46
Q969S3	O60524
Q969S3	Q8IY81
Q969S3	Q13601
Q99848	P78563
O43347	Q9UKV8
P84090	Q8WYQ5
P78406	Q8WYQ5
P42696	Q9H9Z2
Q96CT7	O75569
Q9BQ39	Q15633
Q9UKB1	O60285
Q9Y297	O60285
O60285	P53350
Q9UGI0	P57737
Q13438	Q99574
Q8TDB6	Q92783
Q9NYA1	Q13489
Q13489	Q9NYA1
Q14703	Q13489
Q9H295	Q13438
P07550	P01730
P07550	Q9UGC6
P07550	Q9UBN7
P07550	Q8WZ19
P07550	P51159
P07550	O15539
P07550	Q99816
P07550	P41220
P07550	Q9NZH0
P07550	O75916
P07550	P19087
Q16236	P45983
Q16236	P36507
Q14258	P12004
Q9UMW8	P12004
Q96NT3	P46934
P10415	Q08752
O43294	Q16082
O43541	Q9Y4E8
O43541	P61626
O43541	O00308
O43541	Q96PU5
O43541	P49321
O43541	P52292
Q9Y4E8	O00238
Q9UKV5	Q14258
P08581	Q96JA1
O14964	P08581
Q9Y6K9	Q9HBL8
P10276	O95983
P10276	P45973
Q05516	O95983
Q05516	O94776
Q05516	P45973
P61956	P61956
P48764	Q96PU5
Q93009	P06400
Q5VTR2	P49459
Q68DK7	P61077
O75150	Q8N7H5
Q5VTR2	Q8N7H5
Q8N7H5	Q68DK7
P61081	Q9HCE7
P60896	Q5T4S7
P60896	O95456
P60896	Q969U7
P60896	Q14997
P60896	Q16186
P60896	Q8NB14
P60896	P54725
P60896	Q13620
P60896	Q9ULT8
P60896	Q5W0B1
P60896	O95071
P60896	P0CG48
P60896	Q13838
P60896	P48634
P60896	P11441
Q6PH85	P61081
Q86VP6	P61081
O00487	P17980
O00487	Q9BRP4
O00487	P60896
O00487	P25789
O00487	O14818
O00487	P49721
O00487	P20618
O00487	Q06323
P00533	Q9NVE7
P00533	O95747
P00533	P53350
P00533	Q16875
P00533	P36507
P00533	P55011
P00533	P19367
P00533	O75964
P00533	Q9UHD2
P00533	P60604
P00533	P68400
P00533	Q00535
Q96PD7	P55072
Q96PD7	Q9UKV5
P04637	Q05516
O75626	Q13547
O75626	O14744
P32970	P26842
Q9P0U3	O75626
O75626	P14316
P10415	P01116
Q9UL17	P0CG48
Q00987	Q9UJX6
Q9UJX6	Q00987
Q92890	P0CG48
P0CG48	P49418
Q9Y2Q5	O43504
Q8IUD6	P62837
P0CG48	O94782
P51668	Q86VP6
Q9ULV8	P0CG48
Q9Y5T5	Q6FI13
Q96GD4	Q16777
Q9H6Y7	Q96BI1
O60260	Q96LR5
O75626	Q71DI3
Q86XS8	P51668
Q15369	P78395
P46736	P0CG48
Q96H20	P0CG48
P34932	Q9C035
Q9C035	P11142
P22314	Q96B02
P22314	O00762
P22314	Q9NPD8
A0AVT1	Q16763
A0AVT1	Q9NPD8
P22314	P62253
P22314	P60604
A0AVT1	P68036
Q969H0	P46937
Q9UBE8	Q00987
Q9H4L4	P61964
P63279	Q92828
O95863	Q06587
Q06587	O95863
Q99496	O95863
O95863	Q99496
P29590	P54253
P78317	Q13148
Q96J02	P42858
Q96J02	P54252
P0CG48	P49427
P0CG48	Q01831
P0CG48	Q9ULT8
P0CG48	Q13617
P0CG48	Q5VTR2
P0CG48	Q9C0C9
P0CG48	Q05639
P0CG48	P05023
P42858	P54578
Q8TDB6	Q460N5
Q8TDB6	P15260
Q8TDB6	P42224
P55212	P02511
Q14790	P02511
Q9H0Z9	Q00987
Q9UNN5	Q9P0L0
O95292	P0CG48
O43681	O95292
O95292	P04844
O95292	P39656
Q9P0L0	Q15042
Q9P0L0	Q5JSH3
P05067	P56817
O95292	P22059
O95292	Q9H1P3
O95292	Q9H4L5
O95292	Q96SU4
Q9BQA1	Q15797
Q96S59	P08397
P49023	O14672
P55072	P40855
Q96S59	O75689
P19525	Q9Y4K3
Q12933	P19525
O14775	Q9P2W3
O14775	O94810
Q14164	Q9C030
Q16827	P55072
Q16827	P02549
Q07820	P04637
P05186	P68104
P05107	Q96S59
O75081	Q9P1Z0
O75081	Q86T24
P15884	Q9UBS8
Q9Y4K3	Q16665
O14686	O15550
O00220	Q8TCQ1
O00220	Q5T0T0
Q8IY92	Q9H816
P46100	P78527
P46100	P13010
P46100	Q08945
P46100	P62805
P46100	O60671
P05129	P14136
P05129	P34932
P21728	Q96S59
P68431	O75367
Q96KQ7	P29590
P68431	P16401
P68431	Q9UIG0
P07948	Q9Y6K9
O14965	P40337
O43681	Q9ULZ1
P61201	Q92793
Q9UK08	P16520
P16520	Q9UK08
P16520	P50151
P16520	P50148
P04637	Q8TEB7
Q9NX47	P51965
Q92830	P62805
Q96LR5	Q96LR5
P68036	P68036
P51965	P51965
Q8WVN8	Q8WVN8
Q8N2K1	Q8N2K1
Q9GZQ8	Q86VP1
Q9BYM8	Q9H0F6
P05067	Q01105
Q9Y2K2	Q9UQL6
P29590	P46100
P29590	P84243
P29590	P54198
O76041	A4UGR9
Q702N8	O76041
P10398	Q02750
P10398	Q03113
Q86TG7	P10636
P22460	Q96EB6
P10074	Q09472
P10074	O95365
Q12849	Q9BYN8
Q12849	Q00059
Q12849	P82663
Q12849	P48047
Q12849	Q7L2E3
Q12849	Q96EY7
Q12849	Q92552
Q12849	Q9BYD3
Q12849	Q13084
Q12849	Q92665
Q96BF6	Q13330
Q96BF6	O94776
O94776	Q96BF6
Q09028	Q96BF6
Q96MX6	P15514
Q702N8	Q14315
P42858	P23443
Q96S59	Q06787
Q06787	Q96S59
P68363	Q9UBN7
Q13547	P10276
Q7KZI7	Q14012
P40763	Q92905
P21333	Q9UMS6
Q9BTE6	Q71U36
O95433	P53041
O95433	P08238
O95433	P07900
O95433	Q9UIM3
O95433	Q9UHD1
O95433	Q15785
O95433	Q9BW92
O00170	Q9NVR5
Q99933	Q15773
O95816	Q15833
O95817	Q15773
O95817	P04792
O95817	O75190
O95817	Q4VCS5
O95429	Q15773
O95429	P25685
O95429	P0DMV9
O95429	P34931
O95429	Q8WXX5
Q9UL15	Q8TDM6
Q9HB71	Q86X55
P22681	P62258
P22681	O60256
Q16543	O15111
Q16543	Q13451
Q16543	O95433
Q16543	Q14247
Q16543	Q9UHD1
Q16543	Q15785
Q16543	P78406
Q16543	P10398
Q16543	P52948
Q16543	P16591
Q16543	Q92990
Q7L3B6	P07900
Q7L3B6	P53041
Q7L3B6	Q9UIM3
Q7L3B6	O94966
Q7L3B6	P62081
Q7L3B6	Q9UNE7
Q7L3B6	Q9NZQ9
Q7L3B6	P31948
Q9UHD1	Q9UIM3
Q9UHD1	Q9HAV4
Q8IZD4	Q6P2E9
Q8IZD4	Q96AV8
Q8WW22	Q14249
Q8WW22	P31689
Q8WW22	Q3ZCQ8
Q8WW22	P04350
Q9UIM3	P08238
Q9UIM3	Q9HB71
Q9UIM3	O95433
Q9UIM3	Q9UHD1
Q13451	Q9Y2Z0
Q13451	Q13418
Q13451	Q9UKV8
Q13451	P10398
Q13451	Q7L3B6
Q13451	Q9H9A6
Q13451	Q8IV38
Q13451	Q16342
Q13451	Q9UQ88
O75344	P07900
O75344	O94966
O75344	Q15185
O75344	Q16543
O75344	Q9UHV9
O75344	P61758
Q14318	Q9HB71
Q9UIM3	P08238
Q00613	O95757
Q00613	Q9NZL4
Q9ULV5	Q15276
Q9ULV5	Q9Y5L4
Q4G112	Q9Y3Z3
Q96LI6	Q96AV8
Q96LI6	Q96LI6
Q96LI6	P35813
P08238	Q8IWD4
P08238	P53041
P08238	Q9UNE7
P08238	O00170
P11142	Q8WXX5
P11142	P31689
P11142	P48728
O14654	P53041
O14654	Q9Y5V3
O14654	O00459
O14654	O00499
O14654	Q9UFH2
O14654	Q92569
O14654	Q93008
O14654	O60884
O14654	Q9BUF5
O14654	P04350
O14654	O15460
O14654	P04792
O14654	Q9ULX6
Q9UKP3	P10826
Q9UKP3	Q9HAV4
Q9UKP3	Q9BRP1
Q9UKP3	Q15014
Q86X45	Q14160
Q9BTE3	Q9UJA3
Q9BTE3	Q9NXL9
Q15773	P25685
Q9Y266	Q96JY0
Q96RS6	Q14562
Q96RS6	Q9UBF2
Q96RS6	P61923
Q96RS6	O43143
Q96RS6	Q96M86
Q96RS6	O95436
Q8IVD9	Q99523
Q8IVD9	Q86V97
Q8IVD9	Q9P2J3
O43175	Q15811
Q08752	Q8IXQ4
Q08752	Q16543
Q9H6T3	Q9UHR6
Q9H6T3	Q9Y2Z0
Q9H6T3	P60891
O43765	O95816
O43765	Q7L5D6
O43765	O43681
O43765	Q9NXW2
O43765	O95757
P31948	Q15773
Q9UNE7	P54652
Q9UNE7	O95757
Q9Y2Z0	Q13451
Q9Y2Z0	Q13309
Q99614	O95292
O95801	Q9UHD1
O95801	Q709F0
Q8IWX7	P08238
Q8IWX7	O95433
P09874	Q92466
Q9UMS6	P35609
Q702N8	Q8N8S7
P50552	Q702N8
Q9Y6Y0	P35579
Q9Y6Y0	P42704
Q9Y6Y0	Q9Y2W1
Q9Y6Y0	Q7L2E3
Q9Y6Y0	Q00839
Q9Y6Y0	P09874
Q9Y6Y0	Q7Z2W4
Q9Y6Y0	Q9NR30
Q9Y6Y0	Q9NZI8
Q9Y6Y0	P11142
Q9Y6Y0	O43390
Q9Y6Y0	P14866
Q9Y6Y0	P61978
Q9Y6Y0	O95793
Q9Y6Y0	Q12905
Q9Y6Y0	P52597
Q9Y6Y0	P60709
Q16695	Q9BWX1
Q14249	Q9UNE7
Q13114	O43353
O95793	Q08211
O95793	Q14624
O14980	O95793
O95793	P52272
O95793	P49327
O95793	O95793
O95793	P53396
O95793	P41252
O95793	P42704
O95793	P10809
O95793	P0DMV9
O95793	P17987
O95793	P38117
O95793	Q92945
O95793	P14868
O95793	Q13310
O95793	P47897
O95793	P54136
O95793	Q12905
O95793	O43143
O95793	P04843
O95793	P05141
O95793	P09651
O95793	P29692
O95793	P46777
O95793	P62917
O95793	Q14444
O95793	Q96EY7
O95793	O76094
O95793	P14618
O95793	P48047
O95793	P55884
O95793	P67809
O95793	Q07020
O95793	Q13435
O95793	O75400
O95793	P04181
O95793	P83731
O95793	Q8WU90
O95793	Q9H9B4
O95793	Q9UHB9
O95793	O00410
O95793	O14654
O95793	O43809
O95793	O75569
O95793	P35232
O95793	P40616
O95793	P50454
O95793	Q08379
O95793	Q13151
O95793	Q13263
O95793	Q14103
O95793	Q99459
O95793	Q9UBF2
O95793	Q16352
O95793	Q10570
O95793	Q92841
O95793	O43390
O95793	P62333
O95793	O00425
O95793	Q9UBM7
O95793	P59998
O95793	P62330
O95793	O75694
O95793	P30041
O95793	Q96KR1
O95793	O75131
O95793	P38919
O95793	P34931
O95793	Q99729
O95793	Q7L523
O95793	P68366
P52630	Q5T4S7
P04637	Q07912
Q8IYJ3	P61006
Q9BUN8	P00533
Q01804	P0CG48
Q8TE49	P0CG48
Q5VVQ6	Q13546
Q5VV17	Q13546
P40337	P08151
P08151	P40337
Q14318	P42345
Q86WJ1	Q9UPN9
Q9H165	P24468
Q9Y5X4	Q9H165
Q9H165	P10589
Q9H165	P10588
Q96L73	P19793
Q96L73	P03372
Q96L73	P10828
Q96L73	Q14541
Q96L73	P10588
Q96L73	P11474
Q96L73	Q15406
Q92753	Q15788
P11474	Q15788
Q7Z569	Q9NP66
Q7Z569	Q8WXH0
Q96S59	Q92905
Q92905	P56817
Q9BYG5	Q9BRX9
Q9BUF7	Q9BYG5
Q9BRX9	P41743
P10914	P14316
Q9HB75	P02511
Q92794	Q92797
Q92797	Q92794
Q9Y4K3	Q8WWZ3
P04637	Q96BR9
Q09472	Q96BR9
Q01094	P40337
Q13315	Q13263
Q13315	Q9UBF1
Q16288	Q07912
Q14203	Q8TD16
O14576	Q8TD16
Q14204	Q14203
Q13561	Q14203
Q96BI3	O94905
Q9NZ42	O94905
P26885	P20340
P26885	Q96E17
Q8TD16	P43034
Q9Y2K2	P27348
Q9Y2K2	Q04917
P26358	P09874
Q9UBC3	Q14839
Q9UBC3	O94776
Q676U5	Q9HC29
Q676U5	O60603
Q676U5	Q8WXF8
O14744	Q9H160
Q9Y3D0	O76071
Q9H5X1	P11908
Q9H5X1	Q07864
Q9H5X1	Q9H6Q4
Q9H5X1	O95985
Q9Y3D0	P12236
Q9Y3D0	Q6IS14
Q9Y3D0	Q9UJ14
Q9Y3D0	Q6IA86
Q9Y3D0	Q7L2H7
Q9Y3D0	Q99865
Q9Y3D0	Q7Z7L1
Q9Y3D0	P04049
Q9Y3D0	Q8IU60
Q9Y3D0	Q15773
Q9Y3D0	Q99956
Q9Y3D0	O15090
Q9Y3D0	Q9NZ71
Q9Y3D0	Q0PNE2
Q9Y3D0	O76003
Q9Y3D0	Q96EB1
Q9Y3D0	Q7Z7A3
Q9Y3D0	P49643
O76071	Q8IWA0
O76071	Q6V1X1
O76071	Q86TI2
O76071	Q9NRH1
O76071	Q96GM8
O76071	O76003
O76071	Q06203
O76071	P49815
O76071	P61221
O76071	Q8TE02
O76071	Q15637
O76071	Q6P1J9
O76071	Q8IVF7
P35222	Q8IUQ4
Q92905	P35222
Q92905	Q8IUQ4
Q5T2W1	Q16543
Q9UBN7	P27361
Q00987	O00116
Q00987	Q08211
Q00987	P78347
Q00987	Q00839
Q00987	Q86YZ3
Q00987	P08238
Q00987	P41252
Q00987	Q16666
Q00987	Q15046
Q00987	P54136
Q00987	P23246
Q00987	Q5VUA4
Q9NWB1	O75553
Q9NWB1	Q92567
Q9NWB1	Q93062
Q9NPH0	Q8IZU0
Q6UB99	Q96ED9
Q6UB99	Q9BRK4
Q6UB99	Q13064
Q6UB99	Q9UBB9
Q9HBZ2	Q13363
Q9HBZ2	Q8N5R6
Q9HBZ2	Q9BRK4
Q9HBZ2	P43358
Q9HBZ2	Q8TD10
Q9HBZ2	Q9Y6Q9
Q9HBZ2	Q5VU43
Q9HBZ2	O15162
Q9HBZ2	Q04864
Q9HBZ2	Q8HWS3
Q9HBZ2	Q9UFD9
Q9HBZ2	Q13077
Q9HBZ2	Q9BUZ4
Q9HBZ2	O94972
Q9HBZ2	Q8N6Y0
Q9HBZ2	Q9BYN7
Q13363	Q9Y4X4
Q13363	Q8IVP5
Q13363	Q8TBB1
Q13363	Q6ZNA4
Q13363	Q99592
Q14129	Q13363
Q14129	Q9P1A6
Q14129	Q08117
Q14129	Q9H0I2
Q14129	Q8N5R6
Q14129	Q8IYA8
Q14129	O15320
Q14129	Q9ULA0
Q14129	Q8NF50
Q14129	O95967
Q14129	O14964
Q14129	Q9BRK4
Q14129	O14770
Q14129	P50222
Q14129	Q15742
Q14129	Q7Z6G3
Q14129	P37198
Q14129	Q04864
Q14129	Q8HWS3
Q14129	Q9UFD9
Q14129	Q8NA61
Q14129	P14373
Q14129	Q9UGJ1
Q14129	Q9NQZ6
Q14183	Q8TF42
P06730	Q63ZY3
Q92731	P50222
Q92731	Q7Z3S9
P49789	Q04864
Q06787	Q96R06
O15409	Q02446
P07203	Q8IZU0
P78347	O75928
P78347	Q9Y4K3
P49441	O95751
P49441	P50222
Q6IPM2	Q5JR59
Q6IPM2	Q96KN7
Q6IPM2	Q96R06
Q6IPM2	P14373
Q12756	Q6UY14
Q12756	P51116
Q12756	Q13064
Q12756	Q7Z3S9
Q12756	O15162
Q12756	Q8HWS3
Q12756	Q13077
Q12756	Q15654
P27361	O15409
P27361	Q4VCS5
P27361	Q9UJX2
P27361	Q15742
P27361	Q9BYV2
Q9NXD2	P50222
Q14764	Q08117
Q14764	Q8N9N5
Q14764	Q08379
Q14764	Q7L273
Q14764	Q9UJV3
Q14764	Q969V6
Q14764	Q96QF0
Q14764	Q9BQY4
Q14764	Q6ZNA4
Q14764	P12757
Q14764	Q08AM6
Q14764	Q9Y2Y4
Q14764	Q8NF64
Q9NXR1	Q08379
Q9NXR1	Q9BRK4
Q9NXR1	O14777
Q9NXR1	Q04864
Q9NXR1	P14373
Q9NXR1	Q99614
Q9NXR1	Q9UMX0
Q9NXR1	Q8N6Y0
Q99608	Q96EV8
Q99608	Q96AQ9
Q99608	A1L4K1
Q99608	Q01081
Q99743	O14964
O60260	P50221
O60260	Q9BYM8
O60260	P15884
O15534	Q2TAC2
O15534	Q93062
P78337	O14964
P78337	Q9BRK4
P78337	Q9Y5V3
P78337	Q3V5L5
P78337	P36406
P26678	Q9BSE2
O43741	Q8N5R6
O43741	Q9UKT9
O43741	Q9GZV8
O43741	P15884
O43741	Q13625
O43741	Q9UDY6
O43741	Q9H2G9
O43741	Q96BA8
O43741	O43186
O43741	Q13422
O43741	Q9UIH9
O43741	Q9Y5V3
O43741	P50222
O43741	P61289
O43741	P11217
O43741	Q8TAI7
O43741	O43597
O43741	O75558
O43741	Q5T124
Q15274	Q7Z3S9
Q8WZA2	Q9UH65
Q9UJD0	Q8N9N5
Q99719	Q15019
Q99719	Q99719
Q16623	Q9H115
Q16623	Q8N3L3
Q9UL54	Q96PM5
O95947	O94842
P48775	P50222
P48775	Q04864
P48775	O00560
P49815	Q8NA61
Q9H0K1	P34932
Q9H040	P28340
Q9H040	P49005
Q9H040	Q13263
Q9H040	Q02952
Q9H040	P07355
Q9H040	O43242
Q9H040	Q92841
Q9H040	P05023
Q9H040	Q92522
Q9H040	P62807
Q9H040	P21796
Q9H040	O60506
Q9H040	P14868
Q9H040	Q07065
P52739	P03372
O75962	Q8NEY1
Q15691	Q8IVL1
O75962	Q8IVL1
Q15691	Q8IVL0
Q5VWQ8	Q13619
Q5VWQ8	P62877
Q9H992	P61077
P04637	Q13164
Q04724	P15923
Q9UNN5	Q9UNN5
P20248	Q9NR09
Q9NYG5	P20248
Q9Y5T5	P33778
P68133	Q4VCS5
P46527	P20618
O14931	P46379
Q9Y6K9	P61586
P00519	Q9NRM7
P40763	Q14526
P48436	O95365
Q9NZJ0	Q9H211
Q14457	P38398
O43918	P11142
O43918	Q9BQE3
O43918	P07437
O43918	Q9BYE2
O43918	O60516
O43918	Q14517
O14965	Q5H9R7
O14965	P39019
O14965	P09651
O14965	P05388
O14965	P10809
O14965	P62263
O14965	P06748
O14965	P62249
O14965	P54652
O14965	P02794
O14965	P62888
O14965	Q00839
O14965	P63173
O14965	P0CG47
O14965	O75170
O14965	Q6PKG0
O14965	P63208
O14965	P61353
O14965	O00425
O14965	P68104
O14965	O14654
O14965	P62913
O14965	Q9BRT2
O14965	Q12905
O14965	P61962
O14965	P60059
O14965	P05387
Q96GD4	P42704
Q96GD4	Q6Y7W6
Q96GD4	P0DMV8
Q96GD4	Q16531
Q96GD4	Q8IY67
Q96GD4	Q00839
Q96GD4	Q9Y520
Q96GD4	Q93100
Q96GD4	Q71U36
Q96GD4	Q96EI5
Q96GD4	Q9HAU0
Q96GD4	Q9NRA8
Q96GD4	Q14671
Q96GD4	O95071
Q96GD4	Q5SW79
Q96GD4	P62701
Q96GD4	P09651
Q96GD4	Q4VCS5
Q96GD4	Q92552
Q96GD4	O75179
Q96GD4	Q9UQL6
Q96GD4	P08238
Q96GD4	Q13136
Q96GD4	Q14677
Q96CS2	P60709
Q96CS2	Q71U36
Q96CS2	P11142
Q12834	P07437
Q12834	P40227
Q12834	P49368
Q12834	Q9BQE3
Q12834	Q9H3G5
Q12834	P38646
Q12834	Q08554
Q12834	P62829
Q12834	O75339
P38936	Q08999
P38936	Q8IY67
P38936	Q13724
P38936	P51784
P38936	Q5T4S7
P38936	O14654
P38936	P33552
P38936	O95071
P38936	O94952
P38936	P19338
P38936	Q12979
P38936	O75643
P38936	Q6P2Q9
P38936	P61024
P38936	Q13136
P38936	P62701
P38936	P62851
P38936	Q15029
Q9BV73	Q15154
Q9BV73	P07437
Q9BV73	P0DMV8
Q9BV73	P11021
Q9BV73	Q5JTC6
Q9BV73	P62241
Q9BV73	Q7KZ85
Q9BV73	Q8NDV7
Q9BV73	P23396
Q9BV73	P62424
Q9BV73	P61353
Q9BV73	P62753
Q9BV73	Q8N0Z3
Q9BV73	Q02543
Q9BV73	P11940
Q9BV73	P46777
Q9BV73	P62906
Q9BV73	Q86YT6
Q9BV73	P62750
Q9BV73	Q9NR30
Q9BV73	P46781
Q9BV73	P27635
Q9BV73	Q07020
Q9BV73	P15880
Q9BV73	Q96C92
Q9BV73	Q15293
Q9BV73	P61313
Q9BV73	Q08378
Q9BV73	Q12979
Q9BV73	Q9UNF1
Q9BV73	P22087
Q9BV73	Q96N67
Q9BV73	P37198
Q9BV73	P42704
Q9BV73	Q92974
Q9BV73	P62829
Q9BV73	O43143
Q9BV73	Q9H0W5
Q9BV73	O14654
Q9BV73	P62244
Q9BV73	P62701
Q9BV73	P02792
Q9BV73	P62851
Q9BV73	Q9Y5Q8
Q9BV73	A7MCY6
Q9BV73	P68871
Q9BV73	Q16531
Q9BV73	Q14677
Q9BV73	Q9Y399
Q9BV73	P58107
Q9BV73	Q13724
Q9BV73	P82650
Q9BV73	Q9Y2D8
Q9BV73	Q8TEW8
Q9BV73	O43852
Q9BV73	O43172
Q9BV73	P42766
Q9BV73	O94927
Q9BV73	Q99733
Q9BV73	P07910
Q9BV73	Q5JTW2
Q9BV73	P62269
Q9BV73	Q09028
Q9BV73	P39023
Q9BV73	Q96JN8
Q9BV73	Q5RKV6
Q9BV73	Q9NVE4
Q9NVX0	Q7KZ85
Q9NVX0	P0CG47
Q86XR8	P68133
Q86XR8	Q9NVI7
Q86XR8	Q8N5R6
Q86XR8	Q9H0W5
Q86XR8	Q16531
Q86XR8	Q9Y3D0
Q86XR8	Q9UBX5
Q86XR8	Q13724
Q86XR8	P22626
Q86XR8	Q00839
Q86XR8	Q1KMD3
Q86XR8	P07900
Q86XR8	Q7KZI7
Q86XR8	P33993
Q86XR8	P82912
Q86XR8	Q9Y3D9
Q86XR8	Q9Y2R9
Q86XR8	P52434
Q86XR8	Q7L0Y3
Q86XR8	P62851
Q86XR8	P23396
Q86XR8	Q13813
Q86XR8	O60343
Q86XR8	P0CG47
Q86XR8	Q5T4S7
P04637	P62736
Q08380	P60709
P23258	P60709
P23258	O00468
P04637	Q9BRQ8
P04637	Q02952
Q9BV73	Q9P2G1
P55072	Q86XL3
Q9NVX0	Q9UH62
Q08380	O95816
P04637	O95816
Q9BSJ2	O95816
Q8TAP6	Q9Y520
P04637	Q9Y520
P55072	Q9GZT3
Q9UGJ1	Q9BRT2
Q9NVX0	Q13557
Q8TAP6	Q13557
P23258	Q9H0W5
Q9NVX0	Q3V6T2
Q08380	P78371
P04637	P49368
Q8NHV4	P50991
P04637	P50991
P23258	P50991
Q08380	P48643
Q08380	P40227
Q08380	Q99832
Q8NHV4	Q99832
P04637	Q99832
P23258	Q99832
P55072	P24941
Q96CW5	Q5SW79
Q9BV73	Q5VT06
Q8TAP6	Q53EZ4
Q08380	Q53EZ4
P04637	Q53EZ4
Q96CW5	Q53EZ4
Q8NHV4	O75339
P30153	P51797
P04637	Q9UBL6
Q08380	Q53ET0
Q8NHV4	Q53ET0
Q8TAP6	P16989
Q9NVX0	P07437
P50402	P07437
Q08380	P07437
P55072	P07437
Q9NVX0	P0DMV8
Q9P209	P0DMV8
Q08380	P0DMV8
P30153	P0DMV8
Q8NHV4	Q5T197
P23258	Q9BW61
Q96CW5	P17844
P55072	Q8TDD1
P04637	O60884
P04637	Q96N67
P23258	P15924
P04637	Q99848
P23258	P68104
Q9UGJ1	P50402
Q9P209	Q12931
Q8TAP6	P68400
Q9UGJ1	Q9Y676
P50402	P02042
Q9P209	Q15154
Q9BV73	O95983
Q9NVX0	Q14257
P23258	P18621
Q96CW5	P83731
Q9UGJ1	P42677
Q08380	P62829
Q8TAP6	P08709
P55072	Q969W3
Q9NVX0	Q9H019
P55072	Q8TES7
P23258	P09038
P04637	P02794
Q8TAP6	Q13724
Q9UNF1	Q6Y7W6
P55072	P16278
Q8TAP6	Q9BQ67
P04637	Q9BQ67
Q9NVX0	Q13547
P04637	Q9ULT8
Q96CW5	Q9ULT8
P23258	P42694
Q8NHV4	P22626
P04637	P31943
Q96CW5	P31943
Q9UNF1	Q00839
Q8NHV4	Q00839
P04637	Q00839
P23258	Q00839
Q96CW5	Q00839
Q8TAP6	P37235
Q8TAP6	Q86YZ3
Q8TAP6	P07900
P04637	P08238
Q9BSJ2	P08238
Q96CW5	P08238
Q8NHV4	P34931
Q8TAP6	P54652
Q8TAP6	P11021
Q08380	P11021
Q96CW5	P11021
Q9UGJ1	P11021
Q9NVX0	P11142
P23258	P11142
Q9NVX0	P38646
Q08380	P10809
Q96CW5	P10809
P55072	P10809
P04637	O43837
Q96CW5	Q9NZI8
Q96CW5	O00425
Q8TAP6	P46940
Q9NVX0	O14654
Q9UNF1	O14654
Q8NHV4	O14654
Q9NVX0	O94927
P23258	P11047
P23258	P47929
Q96CW5	Q8NDX9
Q96CW5	Q9UNF1
P04637	Q96DV4
Q8TAP6	P82912
P04637	O60783
Q8TAP6	Q9Y3D9
P04637	Q9Y3D9
Q9UGJ1	Q9Y3D9
Q8TAP6	P82663
P04637	P82663
Q9NVX0	Q92552
Q96CW5	Q9Y2Q9
Q96CW5	Q9Y2R9
Q8NHV4	Q96JP2
Q96CW5	Q8NHV4
P55072	Q9BPW8
Q9BSJ2	Q9Y5B8
Q9UGJ1	P26373
P55072	P26373
P04637	P11940
Q96CW5	Q15365
Q9P209	Q9Y6V0
P04637	P22061
P04637	O75340
P30153	O43933
Q8NHV4	Q9UHV9
