Q86TC9	P35609
Q14999	P46940
Q14999	Q9NQX7
Q14999	Q07666
Q14999	Q8N766
Q14999	P05783
Q14999	P13647
Q14999	O95232
Q14999	Q9NU22
Q14999	Q9P2K5
Q14999	P55209
Q14999	Q9H8H0
Q14999	P46087
Q14999	P55786
Q14999	Q9BRJ7
Q14999	Q14980
Q14999	Q92621
Q14999	Q9UQ80
Q14999	P11940
Q14999	Q13310
Q14999	Q14690
Q14999	Q15084
Q14999	O00151
Q14999	Q8IZL8
Q14999	O00541
Q14999	Q9H307
Q14999	P19388
Q14999	Q9NQ55
Q14999	P62136
Q14999	P30153
Q14999	Q06830
Q14999	P30041
Q14999	P78527
Q14999	Q99873
Q14999	O75400
Q14999	Q6P2Q9
Q14999	Q15008
Q14999	P26599
Q14999	P10586
Q14999	Q9UHX1
Q14999	P47897
Q14999	P61026
Q14999	P51151
Q14999	P11233
Q14999	Q9UKM9
Q14999	Q09028
Q14999	P98175
Q14999	Q96T37
Q14999	Q14498
Q14999	P27694
Q14999	Q9H7B2
Q14999	P62913
Q14999	P50914
Q14999	Q07020
Q14999	P46778
Q14999	P62829
Q14999	Q9Y3U8
Q14999	P18124
Q14999	P32969
Q14999	P62854
Q14999	P0CG48
Q14999	P61247
Q14999	P62701
Q14999	Q9P2E9
Q14999	Q9Y3B9
Q14999	Q15050
Q14999	Q9NR31
Q14999	O43290
Q14999	Q15436
Q14999	P50454
Q14999	Q15428
Q14999	O75533
Q14999	Q9Y3B4
Q14999	Q15393
Q14999	P23246
Q14999	Q15758
Q14999	Q14683
Q14999	Q9UQE7
Q14999	P08621
Q14999	P09661
Q14999	P62304
Q14999	Q9UQ35
Q14999	Q9BXP5
Q14999	Q08945
Q14999	P63165
Q14999	Q9Y5B9
Q14999	Q7KZ85
Q14999	Q92804
Q14999	Q13148
Q14999	Q12788
Q14999	Q92734
Q14999	Q9Y2W1
Q14999	Q9BXS4
Q14999	P42166
Q14999	Q92973
Q14999	O14656
Q14999	P60174
Q14999	P06753
Q14999	P12270
Q14999	P68366
Q14999	Q9BVA1
Q14999	P68371
Q14999	P49411
Q14999	Q01081
Q14999	P09936
Q14999	P55072
Q14999	P04004
Q14999	Q9UNX4
Q14999	Q9H0D6
Q14999	P27348
Q14999	Q14966
O75147	Q9UHD8
O75147	Q9NY61
O75147	Q8NE71
O75147	Q09666
O75147	P07355
O75147	Q9NVI7
O75147	O75934
O75147	P47756
O75147	P45973
O75147	P78371
O75147	Q03701
O75147	Q9P2M7
O75147	Q13112
O75147	O14646
O75147	Q14839
O75147	Q9ULV3
O75147	Q9ULV4
O75147	Q8N684
O75147	P68400
O75147	P67870
O75147	Q92841
O75147	Q9NR30
O75147	Q9BUQ8
O75147	Q13838
O75147	Q7L014
O75147	Q9BQ39
O75147	P35659
O75147	O43143
O75147	O60231
O75147	Q5QJE6
O75147	Q99848
O75147	Q6P2E9
O75147	P26641
O75147	P06733
O75147	Q96L91
O75147	Q06265
O75147	P15311
O75147	P49327
O75147	Q14315
O75147	P35637
O75147	Q9NY12
O75147	O75367
O75147	Q9P0M6
O75147	P69905
O75147	P69905
O75147	Q00341
O75147	Q9H583
O75147	Q99877
O75147	P62805
O75147	P62805
O75147	Q6FI13
O75147	Q6FI13
O75147	P62805
O75147	P17096
O75147	P22626
O75147	P07910
O75147	P31943
O75147	P55795
O75147	P31942
O75147	Q00839
O75147	Q1KMD3
O75147	O14979
O75147	Q99714
O75147	P38646
O75147	P10809
O75147	O00425
O75147	Q13123
O75147	Q12905
O75147	P14923
O75147	Q07666
O75147	Q92945
O75147	P02533
O75147	Q9Y4W2
O75147	Q14739
O75147	P20700
O75147	Q03252
O75147	Q96AG4
O75147	O95819
O75147	P43243
O75147	P25205
O75147	P33993
O75147	P40926
O75147	Q9NU22
O75147	P55081
O75147	Q8IWI9
O75147	P46013
O75147	Q9UKD2
O75147	Q9BQG0
O75147	Q9P2K5
O75147	Q9H0A0
O75147	P07196
O75147	P48681
O75147	Q9BVI4
O75147	Q9H8H0
O75147	Q9H6R4
O75147	Q14980
O75147	P57740
O75147	Q8WUM0
O75147	O75694
O75147	Q9BW27
O75147	Q8N1F7
O75147	Q9UBU9
O75147	Q15366
O75147	Q14690
O75147	P13667
O75147	Q8IZL8
O75147	O00541
O75147	P07737
O75147	Q9BY77
O75147	P24928
O75147	P19388
O75147	P62937
O75147	P62136
O75147	Q96QC0
O75147	P30153
O75147	P78527
O75147	O43172
O75147	Q13523
O75147	P26599
O75147	Q15269
O75147	P62826
O75147	P46060
O75147	Q8IXT5
O75147	Q96PK6
O75147	Q96T37
O75147	Q9NW13
O75147	Q9P258
O75147	P62913
O75147	P30050
O75147	P50914
O75147	P84098
O75147	P62750
O75147	P46777
O75147	P18124
O75147	P62917
O75147	P0CG48
O75147	P61247
O75147	P62753
O75147	P46781
O75147	P08865
O75147	Q96EU6
O75147	Q15050
O75147	O76021
O75147	Q9Y265
O75147	Q14151
O75147	Q9Y6U3
O75147	Q14160
O75147	O75396
O75147	P53992
O75147	Q15428
O75147	O75533
O75147	P23246
O75147	P05141
O75147	P51532
O75147	O60264
O75147	Q8TAQ2
O75147	Q9UQE7
O75147	P14678
O75147	P08579
O75147	P62304
O75147	Q13573
O75147	Q96T58
O75147	Q8IYB3
O75147	Q9UQ35
O75147	O75494
O75147	Q13247
O75147	Q8N3U4
O75147	Q9UJZ1
O75147	Q8IX01
O75147	Q8NF91
O75147	Q8WXH0
O75147	Q92804
O75147	Q12788
O75147	Q9UGU0
O75147	P42166
O75147	P11387
O75147	P62995
O75147	Q12931
O75147	Q13263
O75147	Q9Y4A5
O75147	P26368
O75147	O15042
O75147	Q96T88
O75147	O60287
O75147	Q53GS9
O75147	O75691
O75147	Q9NYH9
O75147	P46939
O75147	Q9Y2W2
O75147	Q9BV38
O75147	O15213
O75147	Q8IWA0
O75147	Q9HCS7
O75147	O14980
O75147	P67809
O75147	P49750
O75147	P62258
O75147	P63104
O75147	Q6PJT7
O75147	Q9UPT8
O75147	Q14966
Q9H0W5	Q14160
Q9H0W5	Q5JTZ9
Q9H0W5	Q9UG63
Q9H0W5	O14639
Q9H0W5	O43707
Q9H0W5	Q09666
Q9H0W5	O95831
Q9H0W5	Q9Y2D5
Q9H0W5	P48444
Q9H0W5	P20020
Q9H0W5	P21281
Q9H0W5	Q9UBB4
Q9H0W5	Q8IWZ6
Q9H0W5	O14981
Q9H0W5	Q86U38
Q9H0W5	Q86VP6
Q9H0W5	P27824
Q9H0W5	P31944
Q9H0W5	P78371
Q9H0W5	P49368
Q9H0W5	Q99832
Q9H0W5	Q5VT06
Q9H0W5	Q9NX63
Q9H0W5	Q96FZ7
Q9H0W5	Q9Y3Y2
Q9H0W5	Q8IYA6
Q9H0W5	Q14008
Q9H0W5	P12277
Q9H0W5	O75131
Q9H0W5	Q86YQ8
Q9H0W5	O95639
Q9H0W5	Q14999
Q9H0W5	P78310
Q9H0W5	P14868
Q9H0W5	Q9BQ39
Q9H0W5	Q7L2E3
Q9H0W5	Q08211
Q9H0W5	Q02413
Q9H0W5	Q03001
Q9H0W5	O43854
Q9H0W5	P68104
Q9H0W5	P26641
Q9H0W5	P98172
Q9H0W5	P55884
Q9H0W5	P60842
Q9H0W5	Q04637
Q9H0W5	Q15717
Q9H0W5	P50402
Q9H0W5	P06733
Q9H0W5	Q96L91
Q9H0W5	O43491
Q9H0W5	P58107
Q9H0W5	P13804
Q9H0W5	Q9NVH0
Q9H0W5	P22087
Q9H0W5	P51114
Q9H0W5	P06241
Q9H0W5	Q13283
Q9H0W5	Q8TAE8
Q9H0W5	Q10471
Q9H0W5	P04406
Q9H0W5	O14893
Q9H0W5	Q6Y7W6
Q9H0W5	P43250
Q9H0W5	Q00341
Q9H0W5	Q9NRZ9
Q9H0W5	O95714
Q9H0W5	Q13151
Q9H0W5	P52597
Q9H0W5	P11021
Q9H0W5	P10809
Q9H0W5	Q12905
Q9H0W5	Q16891
Q9H0W5	Q8N201
Q9H0W5	O95373
Q9H0W5	P51617
Q9H0W5	P05556
Q9H0W5	Q14571
Q9H0W5	Q92945
Q9H0W5	P52292
Q9H0W5	P02533
Q9H0W5	P02538
Q9H0W5	Q7Z794
Q9H0W5	Q8N1N4
Q9H0W5	Q9NSB2
Q9H0W5	P00338
Q9H0W5	Q8WWI1
Q9H0W5	P42704
Q9H0W5	Q9H9A6
Q9H0W5	Q9UPN3
Q9H0W5	P27816
Q9H0W5	Q7KZI7
Q9H0W5	P49736
Q9H0W5	P25205
Q9H0W5	P33992
Q9H0W5	P33993
Q9H0W5	Q7Z406
Q9H0W5	Q9Y4I1
Q9H0W5	P19338
Q9H0W5	P07196
Q9H0W5	Q6KC79
Q9H0W5	Q9Y3T9
Q9H0W5	Q9Y2X3
Q9H0W5	O14786
Q9H0W5	P46459
Q9H0W5	Q08J23
Q9H0W5	Q14980
Q9H0W5	O75665
Q9H0W5	Q13310
Q9H0W5	P13667
Q9H0W5	Q01813
Q9H0W5	Q96HS1
Q9H0W5	O15173
Q9H0W5	O43175
Q9H0W5	Q86UU1
Q9H0W5	O95602
Q9H0W5	P10644
Q9H0W5	O94906
Q9H0W5	Q6P2Q9
Q9H0W5	O43242
Q9H0W5	Q14671
Q9H0W5	Q15286
Q9H0W5	P51148
Q9H0W5	P11233
Q9H0W5	P49792
Q9H0W5	P54136
Q9H0W5	P40938
Q9H0W5	O75695
Q9H0W5	P27694
Q9H0W5	P50914
Q9H0W5	P05388
Q9H0W5	P62269
Q9H0W5	P61247
Q9H0W5	P62701
Q9H0W5	P62070
Q9H0W5	Q9Y265
Q9H0W5	Q9Y6U3
Q9H0W5	Q96P63
Q9H0W5	P50454
Q9H0W5	Q9H9B4
Q9H0W5	Q9UJS0
Q9H0W5	O94813
Q9H0W5	O00161
Q9H0W5	Q7KZF4
Q9H0W5	O60749
Q9H0W5	Q5M775
Q9H0W5	P42224
Q9H0W5	O95793
Q9H0W5	Q15833
Q9H0W5	O60506
Q9H0W5	Q03518
Q9H0W5	Q8TC07
Q9H0W5	Q9NYL9
Q9H0W5	Q5JTV8
Q9H0W5	P60174
Q9H0W5	P12270
Q9H0W5	A0AVT1
Q9H0W5	Q93008
Q9H0W5	P46939
Q9H0W5	Q8TAA9
Q9H0W5	P67809
Q9H0W5	Q9H6S0
Q9H0W5	P61981
Q9H0W5	Q6PJT7
P32121	O14964
Q96B67	O14964
Q9UM11	O94782
Q9UM11	Q00535
Q9BXW9	Q9UM11
P06493	P04908
P24941	P33778
P31749	O95863
P31751	P68431
P31749	P98177
O95352	Q9H492
P31749	Q96QB1
Q15418	Q96QB1
O75379	O15400
Q15836	O15400
Q9BV40	O43752
P67809	P31749
P42574	Q86TL0
Q86TL0	P60520
Q15078	P10636
P00519	Q4KMG0
P00519	O60271
O60271	P00519
P00519	O43196
Q676U5	Q9Y239
Q9HC29	Q9Y239
P00519	Q7Z434
Q9UIM3	P34932
P50502	P34932
Q99747	Q9BXF6
P27694	Q13156
Q8NI36	Q9NYH9
Q96EB6	Q13573
P00519	Q13905
P05067	P10636
Q2TAL8	P05067
P10276	Q96EB6
Q96EB6	P10276
P62993	Q99704
P49790	P49790
P04637	P40121
P31947	P31749
P42345	Q07817
Q96F15	Q92934
Q96F15	O43521
Q8TBC4	Q969M7
A0AVT1	O14933
P41226	O14933
P41226	P68036
Q9C035	P61077
P30419	P04637
Q9UIM3	P10636
Q9P0U3	P56539
Q9Y2M0	P0CG48
Q8NFZ5	P0CG48
Q9Y4E5	O75925
O75925	Q9Y4E5
P63165	O60566
Q02880	P63279
P63279	P62917
P63279	O00567
P63279	Q96PK6
P63279	P23246
P63279	P43243
P63279	Q9H6R4
P63279	Q9BQG0
P63279	O75643
P63279	Q6P2Q9
P63279	P78527
P22314	O14933
Q15910	Q8TAT6
Q15910	P33176
Q15910	Q15149
Q15910	P0CG47
Q15910	P17844
Q15910	P09012
Q15910	Q92900
Q15910	Q9UHB6
Q15910	P62318
Q15910	P19338
Q15910	Q9Y383
Q15910	Q13263
Q15910	P10275
Q15910	P84103
Q15910	Q96PK6
Q15910	P26368
Q15910	Q15717
Q15910	P20930
Q15910	P04908
Q15910	Q9UKM9
Q15910	O75533
Q15910	Q12905
Q15910	Q9H9A6
Q15910	Q13242
Q15910	Q14966
Q15910	O43175
Q15910	B9A064
Q15910	Q15393
Q15910	P60174
Q15910	Q9H2U1
Q15910	Q8N684
Q15910	Q7RTV0
Q15910	Q9P2I0
Q15910	P51808
Q15910	Q14258
Q15910	Q99729
Q15910	P46087
Q15910	O75367
Q15022	Q9Y2W1
Q15022	O95613
Q15022	Q6P2Q9
Q15022	Q9NYF8
Q15022	Q07955
Q15022	P0CG47
Q15022	Q99996
Q15022	P67809
Q15022	Q13310
Q15022	Q92804
Q15022	Q13263
Q15022	P05089
Q15022	Q08211
Q15022	Q7Z406
Q15022	O75494
Q15022	Q9Y483
Q15022	Q15717
Q15022	Q9BVC4
Q15022	Q15029
Q15022	Q06787
Q15022	Q16891
Q15022	P63162
Q15022	Q12905
Q15022	Q13838
Q15022	Q9Y2X3
Q15022	Q13247
Q15022	Q9NQ29
Q15022	Q9UKM9
Q15022	O00159
Q15022	Q9Y5S9
Q15022	Q16643
Q15022	Q86U42
Q15022	P55072
Q15022	P26599
Q15022	P14618
Q15022	P18754
Q15022	Q03252
Q15022	O43175
Q15022	Q96HC4
Q15022	Q92597
Q15022	Q15293
Q15022	Q15637
Q15022	Q5T200
Q15022	Q13085
Q15022	P49792
Q15022	O75369
Q15022	Q9BYE4
Q15022	Q8WXI9
Q15022	O95831
Q15022	Q16630
Q15022	P31689
Q15022	Q99496
Q15022	O60832
Q15022	Q9H583
Q15022	O95232
Q15022	Q8N1F7
Q15022	Q9Y3B4
Q15022	P35232
Q15022	Q99623
Q15022	Q7L2E3
Q15022	Q9Y4W6
Q15022	P30876
Q15022	P50402
Q15022	B9A064
Q15022	Q99567
Q15022	Q9NY93
Q15022	Q96DH6
Q15022	P62316
Q15022	Q15427
Q15022	Q99848
Q15022	P52756
Q15022	Q86W42
Q15022	Q9BUZ4
Q15022	Q9BQ87
Q15022	P07237
Q15022	Q9Y4P3
O75530	P08621
O75530	Q14152
O75530	Q8IXT5
O75530	Q8IXK0
O75530	Q8N488
O75530	O95931
O75530	Q96T58
O75530	Q8WYP5
O75530	O14647
O75530	Q9UBU9
O75530	P49711
O75530	Q9Y5Q9
O75530	Q8NE71
O75530	P40937
O75530	P52948
O75530	O94906
O75530	Q13616
O75530	Q9Y2R4
O75530	O00257
O75530	Q13185
O75530	P35579
O75530	P06733
O75530	P28370
O75530	P11021
O75530	Q96ST3
O75530	Q5UIP0
O75530	Q93009
O75530	Q9UIG0
O75530	Q9HCG8
O75530	Q8TDN6
O75530	Q9H0S4
O75530	O75934
O75530	Q9BYG3
O75530	P62280
O75530	P62995
O75530	Q9BXP5
O75530	P08727
O75530	Q9H0U3
O75530	P63167
O75530	P39023
O75530	Q86V15
O75530	Q92826
O75530	P26196
O75530	Q99729
O75530	P30050
O75530	P28799
O75530	Q9UHD8
O75530	Q96SI9
O75530	Q9BQG0
O75530	Q9P0M6
O75530	Q12789
O75530	P04004
O75530	P62857
O75530	P62888
O75530	O00255
O75530	P51531
O75530	P83731
O75530	P62750
O75530	Q92979
O75530	P62081
O75530	Q92522
O75530	Q86XP3
O75530	P61106
O75530	Q14008
O75530	Q9BVP2
O75530	O60216
O75530	Q92804
O75530	Q9H0A0
O75530	O95104
O75530	Q12788
O75530	Q9UHX1
O75530	O75607
O75530	Q96T60
O75530	P62306
O75530	P68363
O75530	P14923
O75530	Q8N1F7
O75530	P46776
O75530	Q96FJ2
O75530	P29692
O75530	Q99848
O75530	P02538
O75530	Q15365
O75530	Q15269
O75530	Q9H583
O75530	Q99623
O75530	Q96AE4
O75530	O75494
O75530	P62266
O75530	P62249
O75530	P04843
O75530	O75400
O75530	P55769
O75530	Q12769
O75530	O60832
O75530	P62140
O75530	P51532
O75530	Q13242
O75530	P18124
O75530	Q9UKM9
O75530	O60341
O75530	Q9Y446
O75530	P01764
O75530	P49916
O75530	Q08945
O75530	Q9Y5B9
O75530	Q15393
O75530	Q13838
O75530	P55265
O75530	P63261
O75530	Q14103
O75530	P52597
O75530	O43143
O75530	Q12906
O75530	P43243
O75530	P26641
O75530	Q15233
O75530	P62805
O75530	Q14980
Q99496	P19338
Q99496	Q00839
Q99496	P63261
Q99496	P36578
Q99496	Q02878
Q99496	P07910
Q99496	Q9Y2X3
Q99496	Q9BUJ2
Q99496	Q9BQG0
Q99496	P10275
Q99496	Q13085
Q99496	P68371
Q99496	P0DMV9
Q99496	P18621
Q99496	O75643
Q99496	O95931
Q99496	P40429
Q99496	Q96HC4
Q99496	P50914
Q99496	Q9Y383
Q99496	Q14683
Q99496	Q14498
Q99496	Q9UKD2
Q99496	P49207
Q99496	P0DP23
Q99496	P62910
Q99496	P61353
Q99496	Q6P2Q9
Q99496	Q02978
Q99496	Q7L2E3
Q99496	Q15061
Q99496	Q15393
Q99496	Q9P2K5
Q99496	P84098
Q99496	Q14690
Q99496	Q96JP5
Q99496	Q99996
Q99496	A0AV96
Q99496	P04843
Q99496	Q96HS1
Q99496	O00541
Q99496	Q9UIG0
Q99496	Q92769
Q99496	P55884
Q99496	P05386
Q99496	Q5M775
Q99496	Q9NTI5
Q99496	P46940
Q99496	P27797
Q99496	P08621
Q99496	O15240
Q99496	Q9Y230
Q99496	P62826
Q99496	P84090
Q99496	P05198
Q99496	P55072
Q99496	Q5BKZ1
Q99496	Q96GQ7
Q99496	Q9Y4W6
Q99496	Q9H583
Q99496	Q13283
Q99496	Q9NW13
Q99496	P42704
Q99496	Q92621
Q99496	P50416
Q99496	Q6PKG0
Q99496	Q9BQ39
Q99496	P61221
Q99496	Q96SI9
Q99496	Q8TED0
Q99496	Q9Y3B7
Q99496	Q15269
Q99496	P53618
Q99496	Q9H6R4
Q99496	P28331
Q99496	P07195
Q99496	Q09028
Q99496	Q8WWI1
Q99496	Q03701
Q99496	Q13242
Q99496	P26368
Q99496	Q9Y3A4
Q99496	Q9NX58
Q99496	P56385
Q99496	Q9NX24
Q99496	Q9BYN8
Q99496	P39019
Q99496	Q9NX63
Q99496	Q6ZNB6
Q99496	Q8IZL8
Q99496	Q14966
Q99496	P20042
Q99496	Q14444
Q99496	Q4G0J3
Q99496	P46060
Q99496	Q92945
Q99496	A6NCQ9
Q99496	Q9Y5A9
Q99496	Q6DD88
Q99496	Q8IX01
Q99496	Q56VL3
Q99496	Q13123
Q99496	Q93052
Q99496	P33992
Q99496	P28340
Q99496	Q9Y4L1
Q99496	Q15029
Q99496	P48643
Q99496	Q92785
Q99496	Q96KQ7
Q99496	Q8N883
Q99496	O00303
Q99496	P05067
Q99496	P19388
Q99496	P63173
Q99496	Q13885
Q99496	O43592
Q99496	Q8WUM0
Q99496	P12830
Q99496	Q6NXG1
Q99496	Q9H0U3
Q99496	O95251
Q99496	Q14978
Q99496	Q9UKV3
Q99496	P07199
Q99496	Q9Y3T9
Q99496	Q9HCS7
Q99496	Q13895
Q99496	Q9ULX3
Q99496	P35268
Q99496	Q13257
Q99496	Q9BYG3
Q99496	Q14142
Q99496	Q9NZ45
Q99496	O00483
Q99496	P25398
Q99496	Q12873
Q99496	Q9H6R0
Q99496	Q6SZW1
Q99496	Q5H9R7
Q99496	Q8N1G0
Q99496	P55060
Q99496	Q5C9Z4
Q99496	Q8WV44
Q99496	P07237
Q99496	Q99959
Q99496	Q13137
Q99496	Q13443
Q99496	Q9NYL4
Q99496	P55081
Q99496	P58005
Q99496	O95299
Q99496	Q49A26
Q99496	Q9NWW5
Q99496	Q96H79
Q99496	Q9UL40
Q99496	Q16637
Q99496	Q16527
Q99496	Q9Y2R9
Q99496	P10412
Q99496	Q8TEX9
Q99496	Q6DN90
Q99496	O95232
Q99496	O75934
Q99496	P35241
Q99496	Q9BXT4
Q99496	Q9NZT2
Q99496	Q9H4L4
Q99496	O60341
Q99496	P11387
Q99496	P26639
Q99496	Q96T76
Q99496	Q32MZ4
Q99496	O43809
Q99496	P84243
Q99496	Q9P0U4
Q99496	Q9NPA5
Q99496	Q8WTT2
Q99496	Q9NXS2
Q99496	P20020
Q99496	Q8WY22
Q99496	P09012
P35226	Q12906
P35226	Q92900
P35226	Q9UK61
P35226	P35637
P35226	Q09161
P35226	Q15717
P35226	Q9NWH9
P35226	P38919
P35226	Q9HCD5
P35226	Q07666
P35226	Q14204
P35226	P16989
P35226	Q9UKV3
P35226	Q8IWX8
P35226	Q8TEQ6
P35226	Q8TB72
P35226	O43823
P35226	Q9BRJ7
P35226	P48634
P35226	Q9UN86
P35226	Q9P2G9
P35226	P51531
P35226	Q8WXF1
P35226	Q9H074
P35226	Q01085
P35226	Q9UPQ9
P35226	P0DP23
P35226	Q96SI9
P35226	Q14690
P35226	P62633
P35226	Q9H0D6
P35226	O43660
P35226	Q09472
P35226	P25490
P35226	P12532
P35226	Q96QR8
P35226	P55769
P35226	Q92793
P35226	Q9Y5B6
P35226	Q14258
P35226	Q9UBB9
P35226	P41223
P35226	Q13601
P35226	O75569
P35226	Q8IUX4
P35226	Q99549
P35226	O75691
P35226	P22735
P35226	Q9Y5B9
P35226	Q9GZL7
P35226	O75177
P35226	P56385
P35226	Q9Y3F4
P35226	Q9UKJ3
P35226	Q99996
P35226	Q6P2E9
P35226	P23769
P35226	Q9BTC0
P35226	Q13123
P35226	P15531
P35226	Q9H9B4
P35226	Q9UNP9
P35226	Q92879
P35226	O60264
P35226	Q12873
P35226	O96019
P35226	Q8N1G0
P35226	P61964
P35226	O14893
P35226	Q93084
P35226	Q5SY16
P35226	Q52LJ0
P35226	Q8IYB7
P35226	P23284
P35226	O00746
P35226	Q96PV6
P35226	Q7L2J0
P35226	Q9NUD5
P35226	Q92925
P35226	P49458
P35226	O95147
Q96RI1	P63165
P55036	P54727
P63279	P25963
Q969T4	P46060
Q9BTE7	Q969M7
P61081	Q13617
P61081	Q13619
P61081	Q93034
O00635	Q9H6S1
Q99816	O95405
P63279	Q53HL2
P84022	P23588
P40337	P0CG48
P00533	Q14126
P00533	P27824
P00533	Q9UBS4
P00533	Q99714
P00533	Q9Y6G9
P00533	P26640
P00533	Q9H9A6
P00533	Q9UKD2
P00533	Q7L0Y3
P00533	P51571
P00533	Q96A33
P00533	Q9UQE7
P00533	P11172
P00533	Q9BY32
P00533	Q16740
P00533	P36776
P00533	P09661
P00533	P53621
P00533	P46459
P00533	O95831
P00533	Q16891
P00533	P26639
P00533	P61160
P00533	O75351
P00533	Q9H4M9
P00533	O00159
P00533	Q13620
P00533	Q6IAN0
P00533	Q5TGZ0
P00533	Q7Z7H8
P00533	Q13363
P00533	Q9UG63
P00533	O95563
P00533	A1L0T0
P00533	Q9BPX3
P00533	P62495
P00533	P46977
P00533	Q9NRZ9
P00533	Q71RC2
P00533	Q9P287
P00533	P11498
P00533	O14828
P00533	P41227
P00533	O43837
P00533	Q7Z2T5
P00533	Q08J23
P00533	O94874
P00533	Q29RF7
P00533	P24539
P00533	Q96G23
P00533	Q969V3
P00533	Q9Y2L1
P00533	Q9NP72
P00533	O60678
P00533	Q6P996
P00533	Q8IUR0
P00533	Q6NXE6
P00533	Q9UJS0
P00533	Q92974
P00533	Q9Y285
P00533	Q93074
P00533	O43813
P00533	O00268
P00533	Q01844
P00533	Q99460
P00533	P54132
Q8WY41	A5YKK6
P60323	A5YKK6
Q9P0P0	P51668
O15344	P0CG48
P0CG48	O15344
P63279	Q9Y5K6
Q9UKV5	P28070
Q9UKV5	O14818
Q9UKV5	P25788
Q9UKV5	P49721
Q9UKV5	P28072
Q9UKV5	P49720
Q9UKV5	P28074
Q9UKV5	P35998
Q9UKV5	P35579
Q9NPA0	O43402
Q9NPA0	Q15006
Q96DZ1	Q5K4L6
Q96DZ1	Q9GZP9
Q96DZ1	Q9Y385
O43402	Q5UCC4
Q9BUN8	P09601
Q9BUN8	P07099
Q9BUN8	O75396
Q9BUN8	Q8N766
Q9GZP9	Q92575
Q9GZP9	O75915
Q9GZP9	Q9BSJ8
O94905	Q4ZIN3
Q9BSJ8	P57105
Q9BSJ8	A0FGR8
Q9BSJ8	Q5BJH7
Q9UBU6	Q96DZ1
Q8IWF2	P21796
Q8IWF2	O14936
Q8IWF2	P27824
Q8IWF2	Q14697
Q8N766	O43402
Q8N766	Q15006
Q8N766	P27824
Q86TM6	P25787
Q86TM6	P25788
Q86TM6	Q13438
Q86TM6	Q99460
Q86TM6	P37268
Q86TM6	Q9UBU6
Q8N4V1	O43402
Q8N4V1	Q5UCC4
Q8N4V1	Q8N766
Q8N4V1	Q9NPA0
Q15006	Q8N766
Q9P2K2	P22626
Q9P2K2	P49736
Q9P2K2	P37802
Q9P2K2	Q8IWF2
Q9P2K2	P29966
Q8NBM4	P21796
Q8NBM4	Q15006
Q8NBM4	O14686
Q8NBM4	Q9BVK6
Q8NBM4	O75396
Q8NBM4	Q9P0L0
Q96CS3	Q15041
Q96CS3	Q9NS69
Q96CS3	Q13438
Q96CS3	Q9P2J5
Q96CS3	P17858
Q96CS3	Q9GZP9
Q96CS3	Q86VP6
Q9Y679	P78527
Q9NPA0	Q5J8M3
O43402	P02538
O43402	Q8IYM0
Q92611	Q9UHD9
Q15006	Q5J8M3
Q8NBM4	P68133
Q8NBM4	Q86VP6
Q96CS3	P51151
Q96CS3	P50454
Q96CS3	P78527
Q96CS3	P63267
Q96CS3	P68363
Q96CS3	P05787
Q8IWV8	P00709
P55072	Q15717
Q53GL7	P0CG48
O15360	P35222
O14543	Q13882
Q15386	P62837
Q53HL2	O75928
P49792	Q53HL2
Q9H4L4	Q53HL2
Q9Y6I4	P04908
Q9Y6I4	P33778
P63279	P35712
P00533	P16234
P00533	Q99704
P00533	Q9UQB8
P00533	P09769
P00533	O43639
P00533	O43707
P00533	Q99963
P00533	P04150
P00533	Q9Y2R2
P00533	P49407
P00533	P32121
P00533	Q8N5H7
P00533	Q08881
P00533	Q9NZM3
P00533	P11309
P00533	Q13153
P00533	P45984
P00533	O14544
P04637	P41182
P04637	Q96AH0
P04637	Q9ULC6
P04637	O15391
Q15672	P41182
P35222	P41182
Q15672	O15391
Q9ULZ3	Q13153
Q9NRR5	P0CG48
P57075	P57075
P63279	O14965
P63279	Q96GD4
P55036	P55072
P55036	Q04323
P63279	O94864
P63279	P50549
P63279	Q14839
P63279	P35221
P63279	Q92797
P63279	Q9UEY8
P63279	Q08945
P63279	Q92830
P63279	P55283
P63279	P54198
P51668	P0CG48
Q9H1A4	O94782
Q9Y297	P0CG48
Q96LD8	Q13617
Q8IZ07	P0CG48
P63279	Q03112
P68400	Q9UER7
P63279	P22460
P10911	P07900
P10911	Q9UNE7
P49792	P63165
Q5T7N2	Q9H9Z2
Q5T7N2	Q08211
O60858	P31749
Q8NHG8	P05023
Q8ND25	P0CG48
Q9UM11	O00429
O00429	Q9UM11
Q9UM11	Q9H1A4
Q68DV7	P62837
P04062	Q96J02
Q9UJX6	P62837
Q9UJX4	Q9UJX5
P63279	Q16665
P61956	Q9Y2X3
P63279	Q9Y2K1
P63279	Q9Y2X3
Q9NZJ0	P61088
Q9UJU2	Q9UBE8
P63279	P04150
P63279	P37231
Q9UII4	O14933
Q9UM11	Q9P2P5
Q9UM11	Q14511
Q14511	Q9UM11
Q8N2W9	P11388
P04637	Q8IWR1
Q96J02	Q14974
Q9Y6I3	P0CG48
P63279	O75469
P61956	Q13948
P61956	Q92841
P61956	O00571
P61956	Q96AY2
P61956	P06733
P61956	Q01780
P61956	Q06265
P61956	Q92769
P61956	O00410
P61956	Q9Y4W2
P61956	P49959
P61956	Q13330
P61956	O94776
P61956	Q96NY9
P61956	O60934
P61956	Q5SY16
P61956	Q9Y4B4
P61956	Q16576
